code,name,detail,market,collateral
RGLD,ロイヤル　ゴールド,貴金属に関する権益を取得・管理する米国の会社,NASDAQ,○
RGNX,リジェネックスバイオ,米国の臨床段階のバイオテクノロジー会社,NASDAQ,○
RGR,スターム　ルガー,銃器を扱う米国のメーカー,NYSE,○
RH,ＲＨ,高級家具を取り扱う米国の会社,NYSE,○
RHI,ロバート　ハーフ,米国の専門人材ソリューション・コンサルティング会社,NYSE,○
RIG,トランスオーシャン,油井・ガス井の掘削を請け負うスイスの会社,NYSE,
RILY,ＢＲＣ　グループ　ホールディングス,米国の金融サービス会社,NASDAQ,
RIOT,ライオット　プラットフォームズ,米国のビットコインマイニング会社,NASDAQ,○
RIVN,リビアン　オートモーティブ,米国の電気自動車メーカー,NASDAQ,○
RJF,レイモンド　ジェームズ　ファイナンシャル,総合金融サービスを提供する米国の金融持株会社,NYSE,○
RKLB,ロケット　ラブ,米国のエンドツーエンドの宇宙企業,NASDAQ,○
RKT,ロケット　カンパニーズ,米国の住宅関連フィンテックプラットフォーム提供会社,NYSE,○
RL,ラルフ　ローレン,アパレル・アクセサリーをデザイン・販売する米国の会社,NYSE,○
RLI,ＲＬＩ,米国のスペシャルティ保険会社,NYSE,○
RMAX,ＲＥ／ＭＡＸ　ホールディングス,不動産仲介業をフランチャイズ展開する米国の会社,NYSE,○
RMBS,ラムバス,米国の半導体・セキュリティ関連装置開発・販売会社,NASDAQ,○
RMD,レスメド,米国の医療機器メーカー,NYSE,○
RMNI,リミニ　ストリート,米国のソフトウェアサポート会社,NASDAQ,
RNG,リングセントラル,米国のクラウドコミュニケーションサービス会社,NYSE,○
RNR,ルネサンスリー　ホールディングス,保険関連商品とサービスを提供するバミューダ諸島の会社,NYSE,○
RNST,レナサント,ミシシッピ州等で事業を展開する米国の銀行持株会社,NYSE,○
ROAD,コンストラクション　パートナーズ,公益事業向け米国のインフラ土木会社,NASDAQ,○
ROCK,ジブラルタル　インダストリーズ,建築関連製品を扱う米国のメーカー,NASDAQ,○
ROG,ロジャース,米国のエンジニアリング材料会社,NYSE,○
ROK,ロックウェル　オートメーション,米国の産業用機器メーカー,NYSE,○
ROKU,ロク,テレビストリーミングサービスを提供する米国の会社,NASDAQ,○
ROL,ローリンズ,害虫・シロアリ駆除サービスを提供する米国の会社,NYSE,○
ROOT,ルート,米国の保険会社,NASDAQ,○
ROP,ローパー　テクノロジーズ,ソフトウェア・テクノロジー製品を開発する米国の会社,NASDAQ,○
ROST,ロス　ストアーズ,米国の衣料品・家庭装飾品オフプライス店運営会社,NASDAQ,○
RPD,ラピッド７,米国のセキュリティソフトウェア会社,NASDAQ,○
RPM,ＲＰＭ　インターナショナル,特殊化学製品を製造・販売する米国の会社,NYSE,○
RPRX,ロイヤリティ　ファーマ,バイオ医薬品のロイヤリティを扱う米国の会社,NASDAQ,○
RRC,レンジ　リソーシズ,天然ガス・NGL・石油を探査・開発する米国の会社,NYSE,○
RRX,リーガル　レックスノード,米国の電気モーター・動力伝達システムメーカー,NYSE,○
RS,リライアンス,金属製品・金属加工サービスを提供する米国の会社,NYSE,○
RSG,リパブリック　サービシーズ,米国の廃棄物処理・環境サービス会社,NYSE,○
RSI,ラッシュ　ストリート　インタラクティブ,米国のオンラインカジノ・スポーツベッティング会社,NYSE,○
RTX,ＲＴＸ,米国の航空宇宙および防衛関連企業,NYSE,○
RUN,サンラン,太陽光発電システムを扱う米国の会社,NASDAQ,○
RUSHA,ラッシュ　エンタープライジズ　Ａ,商用車ディーラーネットワークを運営する米国の会社,NASDAQ,○
RVLV,リボルブ　グループ,米国のファッション商品小売会社,NYSE,○
RVTY,レビティ,米国のライフサイエンス事業・診断薬事業会社,NYSE,○
RXO,ＲＸＯ,貨物輸送仲介を手掛ける米国の会社,NYSE,○
RXT,ラックスペース　テクノロジー,クラウドとAIソリューションを提供する米国の会社,NASDAQ,
RY,ロイヤル　バンク　オブ　カナダ,カナダの金融サービス会社,NYSE,○
RYAM,レイオニア　アドバンスト　マテリアルズ,米国のセルロース系特殊製品メーカー,NYSE,○
RYAN,ライアン　スペシャルティ　ホールディングス,米国の専門保険サービス会社,NYSE,○
RYZ,ライアーソン　ホールディング,工業用金属の付加価値加工・販売を手掛ける米国の会社,NYSE,○
S,センチネルワン,セキュリティプラットフォームを提供する米国の会社,NYSE,○
SABR,セーバー,旅行業界向け技術ソリューションを提供する米国の会社,NASDAQ,
SAH,ソニック　オートモーティブ,米国の自動車小売業者,NYSE,○
SAIA,サイア,トラック輸送サービスを提供する米国の運送・物流会社,NASDAQ,○
SAIC,サイエンス　アプリケーションズ　インターナショナル,米国のITサービス会社,NASDAQ,○
SALM,セーラム　メディア　グループ,米国のマルチメディア会社,OTC,
SAM,ボストン　ビール,米国のアルコール飲料メーカー,NYSE,○
SANA,サナ　バイオテクノロジー,米国のバイオテクノロジー会社,NASDAQ,○
SANM,サンミナ,受託製造サービスを行う米国の電子機器メーカー,NASDAQ,○
SATS,エコスター,衛星・ワイヤレス接続サービスを提供する米国の会社,NASDAQ,○
FLNA,フィラナ　セラピューティクス,米国の臨床段階のバイオテクノロジー会社,NASDAQ,
SB,セーフ　バルカーズ,ドライバルク船を運航するモナコの海運会社,NYSE,
SBCF,シーコースト　バンキング　コーポレーション　オブ　フロリダ,主にフロリダ州で業務を行う米国の銀行持株会社,NASDAQ,○
SBET,シャープリンク,ETHを主要準備資産として採用する米国の会社,NASDAQ,○
SBGI,シンクレア,米国の多角的メディア企業,NASDAQ,○
SBLK,スター　バルク　キャリアーズ,ドライバルク貨物輸送を手掛けるギリシャの海運会社,NASDAQ,○
SBNY,シグネチャー　バンク,企業、個人向けに業務を行う米国の銀行持株会社,OTC,
SBUX,スターバックス,スペシャルティコーヒーを販売する米国の会社,NASDAQ,○
SCCO,サザン　コッパー,米国の総合銅生産会社,NYSE,○
SCHL,スコラスティック,米国の児童書出版・販売会社,NASDAQ,○
SCHW,チャールズシュワブ,米国の貯蓄貸付持株会社,NYSE,○
SCI,サービスコーポレーションインターナショナル,葬儀関連サービスを提供する米国の会社,NYSE,○
SCSC,スキャンソース,ハイブリッド流通ソリューションを提供する米国の会社,NASDAQ,○
SCVL,シュー　カーニバル,米国のフットウェア販売会社,NASDAQ,○
SD,サンドリッジ　エナジー,米国のエネルギー会社,NYSE,○
SDCCQ,スマイルダイレクトクラブ,米国の歯列矯正サービスを提供する会社,OTC,
SDGR,シュレーディンガー,創薬のソフトウェアを提供する米国の会社,NASDAQ,○
SEDG,ソーラーエッジ　テクノロジーズ,太陽光発電インバータシステムを扱うイスラエルの会社,NASDAQ,○
SEER,シーア,米国のライフサイエンス企業,NASDAQ,
SEIC,ＳＥＩ　インベストメンツ,資産・投資運用ソリューションを提供する米国の会社,NASDAQ,○
SEM,セレクト　メディカル　ホールディングス,米国の医療施設運営会社,NYSE,○
SFBS,サービスファースト　バンクシェアーズ,主に米国南部で業務を行う米国の銀行持株会社,NYSE,○
SFES,セーフガード　サイエンティフィックス,技術主導型企業の成長に焦点を当てる米国の投資会社,OTC,
SFL,ＳＦＬ　コーポレーション,バミューダの船舶所有・チャーター会社,NYSE,○
SFM,スプラウツ　ファーマーズ　マーケット,健康志向の食料品店チェーンを展開する米国の会社,NASDAQ,○
SFNC,シモンズ　ファースト　ナショナル,米国の金融持株会社,NASDAQ,○
SGI,ソムニグループ　インターナショナル,米国の寝具メーカー,NYSE,○
SGRY,サージェリー　パートナーズ,医療施設を運営する米国の持株会社,NASDAQ,○
SHAK,シェイク　シャック,米国のファストフードチェーン店,NYSE,○
SHC,ソテラ　ヘルス,滅菌サービスを提供する米国の会社,NASDAQ,○
SHEN,シェナンドー　テレコミュニケーションズ,米国の電気通信事業会社,NASDAQ,○
SHIP,シナジー　マリタイム　ホールディングス,ドライバルク船を運航するギリシャの海運会社,NASDAQ,○
SHOP,ショッピファイ,eコマースプラットフォームを手掛けるカナダの会社,NASDAQ,○
SHW,シャーウィン－ウィリアムズ,塗料・コーティング剤を扱う米国の会社,NYSE,○
SICP,シルバーゲート　キャピタル,カリフォルニア州で業務を行う米国の銀行持株会社,OTC,
SIG,シグネット　ジュエラーズ,バミューダ諸島の宝飾品小売会社,NYSE,○
SIGA,シガ　テクノロジーズ,米国の医薬品会社,NASDAQ,○
SIGI,セレクティブ　インシュアランス　グループ,損害保険を取り扱う米国の保険持株会社,NASDAQ,○
SIRI,シリウス　ＸＭ　ホールディングス,米国のオーディオエンターテインメント企業,NASDAQ,○
SITM,サイタイム,高精度タイミングソリューションを提供する米国企業,NASDAQ,○
SJM,ＪＭ　スマッカー,米国の食品メーカー,NYSE,○
SKIL,スキルソフト,デジタル学習を展開する米国の会社,NYSE,○
SKIN,スキンヘルス　システムズ,エステ技術と製品を開発・製造・販売する米国の会社,NASDAQ,
SKY,チャンピオン　ホームズ,プレハブ住宅・モジュラー住宅を製造する米国の会社,NYSE,○
SKYW,スカイウェスト,北米・カリブ海に就航する米国の航空会社,NASDAQ,○
SLAB,シリコン　ラボラトリーズ,ワイヤレステクノロジーを開発・提供する米国の会社,NASDAQ,○
SLB,ＳＬＢ,エネルギー技術ソリューションを提供する米国の会社,NYSE,○
SLF,サン　ライフ　ファイナンシャル,カナダの金融サービス会社,NYSE,○
SLGN,シルガン　ホールディングス,米国の消費財パッケージメーカー,NYSE,○
SLM,ＳＬＭ,民間教育ローンの組成・サービスを手掛ける米国の会社,NASDAQ,○
SLNH,ソルナ　ホールディングス,デジタルインフラを設計・開発・運用する米国の会社,NASDAQ,
SLVM,シルバモ,幅広い種類の紙を製造する米国の会社,NYSE,○
SM,ＳＭ　エナジー,原油・天然ガス事業を行う米国の会社,NYSE,○
SMCI,スーパー　マイクロ　コンピューター,トータルITソリューションを提供する米国の会社,NASDAQ,○
SMG,スコッツ　ミラクル－グロー,芝生や園芸関連製品を提供する米国の化学品メーカー,NYSE,○
SMP,スタンダード　モーター　プロダクツ,米国の自動車部品の製造販売業者,NYSE,○
SMPL,シンプリー　グッド　フーズ,消費者向け包装食品・飲料製品を提供する米国の会社,NASDAQ,○
SMTC,セムテック,高性能半導体・IoTシステムを提供する米国の会社,NASDAQ,○
SNA,スナップ　オン,米国の工具メーカー,NYSE,○
SNAP,スナップ,米国のITサービス会社,NYSE,○
SNBR,スリープ　ナンバー,寝具のデザイン・製造・販売を行う米国の会社,NASDAQ,○
SNCY,サン　カントリー　エアラインズ　ホールディングス,米国の格安航空会社,NASDAQ,○
SNDK,サンディスク,フラッシュ製品とメモリ技術を提供する米国の会社,NASDAQ,○
SNOW,スノーフレイク,データクラウドプラットフォームを提供する米国の会社,NYSE,○
SNPS,シノプシス,エンジニアリングソリューションを提供する米国の会社,NASDAQ,○
SNX,ＴＤ　シネックス,ITソリューションを提供する米国の会社,NYSE,○
SO,サザン,電気事業と天然ガス事業に取り組む米国の持株会社,NYSE,○
SOBO,サウス　ボウ,カナダのパイプライン事業会社,NYSE,○
SOLV,ソルベンタム,米国のヘルスケア企業,NYSE,○
SON,ソノコ　プロダクツ,米国の産業用・保護用パッケージメーカー,NYSE,○
SONO,ソノス,米国のオーディオ機器メーカー,NASDAQ,○
SPB,スペクトラム　ブランズ　ホールディングス,多様なブランドで家庭必需品を提供する米国のメーカー,NYSE,○
SPCE,ヴァージン　ギャラクティック　ホールディングス,有人宇宙飛行を開発する米国の会社,NYSE,
SPGI,Ｓ＆Ｐ　グローバル,米国の金融サービス会社,NYSE,○
SPHR,スフィア　エンタテインメント,米国のライブエンターテインメント・メディア企業,NYSE,○
SPIR,スパイア　グローバル,宇宙関連サービスを提供する米国の会社,NYSE,○
SPOT,スポティファイ　テクノロジー,ルクセンブルグのオーディオストリーミングサービス会社,NYSE,○
SPRO,スピロ　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,
SPSC,ＳＰＳ　コマース,米国のサプライチェーン管理ソフトウエア会社,NASDAQ,○
SPT,スプラウト　ソーシャル,米国のSNS管理ソフトウェア会社,NASDAQ,○
SPXC,ＳＰＸ　テクノロジーズ,冷暖房空調設備と検出測定製品を扱う米国のメーカー,NYSE,○
SR,スパイア,天然ガスサービスを提供する米国の公益事業持株会社,NYSE,○
SRE,センプラ,エネルギーインフラ投資を行う米国の持株会社,NYSE,○
SRI,ストーンリッジ,車両用電気・電子システムを設計・製造する米国の会社,NYSE,○
SRPT,サレプタ　セラピューティクス,米国の商業段階のバイオ医薬品会社,NASDAQ,○
SRRK,スカラー　ロック　ホールディング,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
SSD,シンプソン　マニュファクチャリング,建築建設製品を製造・販売する米国の会社,NYSE,○
SSNC,ＳＳ＆Ｃ　テクノロジーズ　ホールディングス,金融・ヘルスケア関連ソフトウェアを提供する米国企業,NASDAQ,○
SSRM,ＳＳＲ　マイニング,米国の貴金属探鉱会社,NASDAQ,○
ST,センサータ　テクノロジーズ　ホールディング,センサー・電気保護製品を提供する米国の産業技術会社,NYSE,○
STAA,スター　サージカル,眼科用移植可能レンズを開発・製造・販売する米国企業,NASDAQ,○
STBA,Ｓ＆Ｔ　バンコープ,米国の銀行持株会社,NASDAQ,○
STE,ステリス,医療機器と滅菌サービスを提供するアイルランドの会社,NYSE,○
STGW,スタグウェル,米国のマーケティングサービス会社,NASDAQ,○
STLA,ステランティス,オランダの自動車ディーラー・メーカー,NYSE,○
STLD,スチール　ダイナミクス,米国の鉄鋼生産・金属リサイクル企業,NASDAQ,○
STNE,ストーンコー,決済ソリューションを提供するケイマン諸島の会社,NASDAQ,○
STNG,スコーピオ　タンカーズ,精製石油製品の海上輸送に携わるモナコの海運会社,NYSE,○
STRA,ストラテジック　エデュケーション,教育サービスを提供する米国の会社,NASDAQ,○
STRL,スターリング　インフラストラクチャー,米国の建設会社,NASDAQ,○
STRS,ストラタス　プロパティーズ,住宅・商業用不動産を開発・販売する米国の不動産会社,NASDAQ,○
STT,ステート　ストリート,投資・資産運用サービスを手掛ける米国の銀行持株会社,NYSE,○
STX,シーゲイト　テクノロジー　ホールディングス,データストレージ製品を製造するシンガポールの会社,NASDAQ,○
STZ,コンステレーション　ブランズ　Ａ,米国のビール・ワイン・スピリッツメーカー,NYSE,○
SU,サンコア　エナジー,カナダの総合エネルギー会社,NYSE,○
SUNE,サンネーション　エナジー,太陽光発電と関連サービスを手掛ける米国の会社,NASDAQ,
SUPN,スパーナス　ファーマシューティカルズ,米国のバイオ医薬品会社,NASDAQ,○
SW,スマーフィット　ウエストロック,アイルランドの紙製包装製品総合メーカー,NYSE,○
SWK,スタンレー　ブラック　＆　デッカー,工具や関連機器・システムを提供する米国のメーカー,NYSE,○
SWKS,スカイワークス　ソリューションズ,米国のアナログ・ミックスドシグナル半導体メーカー,NASDAQ,○
SWX,サウスウエスト　ガス　ホールディングス,エネルギー関連サービスを提供する米国の持株会社,NYSE,○
SXT,センシエント　テクノロジーズ,米国の着色料・香料・特殊原料メーカー,NYSE,○
SYF,シンクロニー　ファイナンシャル,消費者金融サービスを提供する米国の会社,NYSE,○
SYK,ストライカー,米国の医療テクノロジー会社,NYSE,○
SYNA,シナプティクス,半導体ソリューションを開発する米国のファブレス企業,NASDAQ,○
SYY,シスコ,食品・関連製品の販売・流通を手掛ける米国の会社,NYSE,○
T,ＡＴ＆Ｔ,米国の電気通信・テクノロジー事業会社,NYSE,○
TACT,トランスアクト　テクノロジーズ,ソフトウェア主導印刷ソリューションに携わる米国企業,NASDAQ,
TALO,タロス　エナジー,米国のエネルギー会社,NYSE,○
TAP,モルソン　クアーズ　ビバレッジ　Ｂ,米国のビール醸造企業,NYSE,○
TASK,タスクアス,デジタルアウトソーシングサービスを提供する米国の会社,NASDAQ,○
TCBI,テキサス　キャピタル　バンクシェアーズ,主にテキサス州で業務を行う米国の金融持株会社,NASDAQ,○
TCBK,トライコー　バンクシェアーズ,カリフォルニア州で業務を行う米国の銀行持株会社,NASDAQ,○
TD,トロント－ドミニオン　バンク,カナダの銀行,NYSE,○
TDC,テラデータ,クラウド分析・データプラットフォームに携わる米国企業,NYSE,○
TDG,トランスダイム　グループ,米国の航空機部品メーカー,NYSE,○
TDOC,テラドック　ヘルス,バーチャルヘルスケアサービスを提供する米国の会社,NYSE,○
TDS,テレフォン　＆　データ　システムズ,通信サービスを提供する米国の会社,NYSE,○
TDW,タイドウォーター,海洋サポートを行う米国の海運会社,NYSE,○
TDY,テレダイン　テクノロジーズ,高度なデジタル画像処理製品などを提供する米国の会社,NYSE,○
TEAM,アトラシアン,エンタープライズソフトウェアを開発する米国の会社,NASDAQ,○
TECH,バイオ－テクネ,米国のバイオ製品メーカー,NASDAQ,○
TECK,テック　リソーシズ,天然資源の採掘事業を行うカナダの会社,NYSE,○
TEL,ＴＥ　コネクティビティ,アイルランドのコネクティビティソリューションメーカー,NYSE,○
TENB,テナブル　ホールディングス,米国のセキュリティソリューションを提供する会社,NASDAQ,○
TER,テラダイン,米国の自動テストシステム・ロボット製品メーカー,NASDAQ,○
TERN,ターンズ　ファーマシューティカルズ,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
TEX,テレックス,特殊機器ソリューションを提供する米国のメーカー,NYSE,○
TFC,トゥリスト　ファイナンシャル,米国の金融持株会社,NYSE,○
TFX,テレフレックス,医療技術製品を提供する米国の会社,NYSE,○
TGT,ターゲット,総合ディスカウントストアを運営する米国の会社,NYSE,○
THC,テネット　ヘルスケア,米国の医療施設運営管理会社,NYSE,○
THO,ソーア　インダストリーズ,米国のレクリエーション車両(RV)メーカー,NYSE,○
THRY,スライブ　ホールディングス,マーケテイングソリューションを提供する米国の会社,NASDAQ,○
TIC,ＴＩＣ　ソリューションズ,資産保全サービスを提供する米国の会社,NYSE,○
TIL,インスティル　バイオ,米国の臨床段階のバイオ医薬品会社,NASDAQ,○
TITN,タイタン　マシーナリー,米国の農業機器・建設機器販売会社,NASDAQ,○
TJX,ＴＪＸ,米国の衣料品・ホームファッションなどの小売業者,NYSE,○
TKO,ＴＫＯ　グループ　ホールディングス,米国の格闘技・スポーツエンターテインメント会社,NYSE,○
TKR,ティムケン,米国のベアリング・動力伝達装置メーカー,NYSE,○
TLRY,ティルレイ　ブランズ,医療用・成人用大麻製品を提供するカナダの会社,NASDAQ,
TMDX,トランスメディックス　グループ,米国の医療技術会社,NASDAQ,○
TMHC,テイラー　モリソン　ホーム,米国の住宅建設会社,NYSE,○
TMO,サーモ　フィッシャー　サイエンティフィック,試薬・分析機器等を開発・製造する米国の会社,NYSE,○
TMUS,Ｔモバイル　ＵＳ,ワイヤレス通信サービスを提供する米国の会社,NASDAQ,○
TNDM,タンデム　ダイアベティス　ケア,医療機器を開発・提供する米国の会社,NASDAQ,○
TNL,トラベル　＋　レジャー,レジャー・旅行関連のサービスを提供する米国の会社,NYSE,○
TNYA,テナヤ　セラピューティクス,米国の臨床段階のバイオテクノロジー会社,NASDAQ,
TOL,トール　ブラザーズ,米国の高級住宅建設会社,NYSE,○
TOST,トースト,レストラン向け技術プラットフォームを扱う米国の会社,NYSE,○
TOWN,タウンバンク,バージニア州などで業務を行う米国の銀行,NASDAQ,○
TPB,ターニング　ポイント　ブランズ,たばこ代替品などを製造・販売する米国の会社,NYSE,○
TPR,タペストリー,高級アクセサリー・衣料ブランドを展開する米国の会社,NYSE,○
TR,トッツィ　ロール　インダストリーズ,菓子製品を製造・販売する米国の会社,NYSE,○
TRC,テジョン　ランチ,米国の不動産開発・農業関連事業会社,NYSE,○
TREE,レンディング　ツリー,オンライン金融プラットフォームを提供する米国の会社,NASDAQ,○
TREX,トレックス,複合材デッキ・手すり製品を開発・製造する米国の会社,NYSE,○
TRGP,タルガ　リソーシズ,米国の天然ガス収集・供給会社,NYSE,○
TRI,トムソン　ロイター,ニュースや情報を提供するカナダの会社,NASDAQ,○
TRIP,トリップアドバイザー,米国のオンライン旅行ガイドプラットフォーム運営会社,NASDAQ,○
TRMB,トリンブル,米国の産業テクノロジー会社,NASDAQ,○
TRN,トリニティ　インダストリーズ,米国の鉄道車両メーカー,NYSE,○
TRNS,トランスキャット,認定校正サービスを提供する米国の会社,NASDAQ,○
TROO,トゥループス,香港の複合企業グループ,NASDAQ,
TROW,Ｔ．　ロウ　プライス　グループ,米国の資産運用・金融サービス持株会社,NASDAQ,○
TROX,トロノクス　ホールディングス,二酸化チタンを扱う米国の化学品メーカー,NYSE,
TRP,ＴＣ　エナジー,カナダのエネルギー会社,NYSE,○
TRS,トライマス,米国の消費財・航空宇宙・産業市場向け製品メーカー,NASDAQ,○
TRU,トランスユニオン,米国の信用調査会社,NYSE,○
TRUP,トゥルーパニオン,米国のペット向け医療保険会社,NASDAQ,○
TRV,トラベラーズ,米国の保険持株会社,NYSE,○
TSCO,トラクター　サプライ,米国の農業・園芸・ペット関連用品小売店,NASDAQ,○
TSEOF,トリンセオ,米国の特殊プラスチック製品メーカー,OTC,
TSEM,タワー　セミコンダクター,イスラエルの高付加価値アナログ半導体ファウンドリ,NASDAQ,○
TSLA,テスラ,電気自動車とエネルギー生成貯蔵事業を行う米国の会社,NASDAQ,○
TSN,タイソン　フーズ,米国の食肉加工品メーカー,NYSE,○
TSPH,クリエイトＡＩ　ホールディングス,トラック向け自動運転技術を開発する米国の会社,OTC,
TT,トレイン　テクノロジーズ,アイルランドの産業用機器メーカー,NYSE,○
TTC,トロ,芝生管理・造園機器やサービスを提供する米国の会社,NYSE,○
TTD,トレード　デスク,広告購入プラットフォームを提供する米国の会社,NASDAQ,○
TTEC,ティーテック　ホールディングス,米国のカスタマーエクスペリエンスサービス会社,NASDAQ,
TTEK,テトラテック,米国の水と環境管理関連コンサルティング会社,NASDAQ,○
TTGT,テックターゲット,データ主導型ソリューションを提供する米国のIT会社,NASDAQ,○
TTWO,テイクツー　インタラクティブ　ソフトウエア,米国のゲームソフトメーカー,NASDAQ,○
TVRD,トヴァルディ　セラピューティクス,米国の臨床段階のバイオ医薬品会社,NASDAQ,
TVTX,トラベール　セラピューティクス,希少疾患の治療法を開発する米国のバイオ医薬品会社,NASDAQ,○
TW,トレードウェブ　マーケッツ,米国の金融電子取引市場運営会社,NASDAQ,○
TWLO,トゥイリオ,米国の顧客管理ソフトウェア会社,NYSE,○
TWST,ツイスト　バイオサイエンス,DNA合成プラットフォームを開発する米国の会社,NASDAQ,○
TXG,テンエックス　ゲノミクス,米国のライフサイエンステクノロジー企業,NASDAQ,○
TXN,テキサス　インスツルメンツ,半導体を設計・製造・販売する米国の会社,NASDAQ,○
TXNM,ＴＸＮＭ　エナジー,電力サービスを提供する米国の公益事業持株会社,NYSE,○
TXRH,テキサス　ロードハウス,米国のカジュアルレストラン運営会社,NASDAQ,○
TXT,テクストロン,航空機・防衛・金融事業等に携わる米国の多角経営企業,NYSE,○
TYL,タイラー　テクノロジーズ,公共機関向けITソリューションを提供する米国の会社,NYSE,○
U,ユニティー　ソフトウェア,米国のソフトウェア会社,NYSE,○
UA,アンダーアーマー,米国のスポーツ用品・パフォーマンスアパレルメーカー,NYSE,
UAA,アンダー　アーマー,米国のスポーツ用品・パフォーマンスアパレルメーカー,NYSE,
UAL,ユナイテッド　エアラインズ　ホールディングス,米国の航空持株会社,NASDAQ,○
UBER,ウーバー　テクノロジーズ,米国の配車・フードデリバリープラットフォーム運営会社,NYSE,○
UBS,ＵＢＳ　グループ,スイスの金融サービス会社,NYSE,○
UCTT,ウルトラ　クリーン　ホールディングス,半導体関連装置を扱う米国のメーカー,NASDAQ,○
UDMY,ユーデミー,学習用プラットフォームを運営する米国の会社,NASDAQ,○
UEC,ウラニウム　エナジー,米国のウラン採掘会社,NYSE American,○
UFPI,ＵＦＰ　インダストリーズ,米国の木材・木材複合材製品メーカー,NASDAQ,○
UGI,ＵＧＩ,米国のエネルギー会社,NYSE,○
UGRO,アーバン－グロ,屋内環境制御型農業の統合設備を提供する米国の会社,NASDAQ,
UHAL,Ｕ－ホール　ホールディング,引越サービスを提供する米国の会社,NYSE,○
UHAL.B,Ｕ－ホール　ホールディング　議決権なし,引越サービスを提供する米国の会社,NYSE,○
UHS,ユニバーサル　ヘルス　サービシーズ,米国の医療施設運営会社,NYSE,○
UI,ユビキティ,ネットワーク関連製品を提供する米国の会社,NYSE,○
ULTA,アルタ　ビューティ,美容専門店を運営する米国の会社,NASDAQ,○
UMBF,ＵＭＢ　ファイナンシャル,米国の金融持株会社,NASDAQ,○
UNFI,ユナイテッド　ナチュラル　フーズ,自然食品・有機食品等を提供する米国の会社,NYSE,○
UNH,ユナイテッドヘルス　グループ,米国のヘルスケアサービス会社,NYSE,○
UNM,ユーナム　グループ,米国の保険持株会社,NYSE,○
UNP,ユニオン　パシフィック,米国の鉄道会社,NYSE,○
UPBD,アップバウンド　グループ,耐久消費財のリースを提供する米国の会社,NASDAQ,○
UPS,ユナイテッド　パーセル　サービス,配送サービスを提供する米国の会社,NYSE,○
UPST,アップスタート　ホールデイングス,クラウド型AI融資プラットフォームを扱う米国の会社,NASDAQ,○
UPWK,アップワーク,専門人材のオンラインサイトを運営する米国の会社,NASDAQ,○
URBN,アーバン　アウトフィッターズ,消費者製品を販売する米国の会社,NASDAQ,○
URI,ユナイテッド　レンタルズ,機器のレンタルサービスを提供する米国の会社,NYSE,○
USB,Ｕ．Ｓ．　バンコープ,米国の銀行持株会社,NYSE,○
USEA,ユナイテッド　マリタイム,ドライバルク商品を扱うギリシャの海運会社,NASDAQ,
USFD,ＵＳ　フーズ　ホールディング,米国の食品販売会社,NYSE,○
UTHR,ユナイテッド　セラピューティクス,米国のバイオ医薬品会社,NASDAQ,○
UVV,ユニバーサル,葉たばこの加工・販売を行う米国の卸売会社,NYSE,○
V,ビザ,デジタル決済ソリューションを提供する米国の会社,NYSE,○
VAC,マリオット　バケーションズ　ワールドワイド,リゾート会員権を販売する米国のホテル運営会社,NYSE,○
VAL,ヴァラリス,バミューダ諸島のオフショア掘削受託サービス会社,NYSE,○
VALU,バリュー　ライン,米国の投資情報誌出版・投資調査会社,NASDAQ,○
VCEL,ヴェリセル,米国のバイオ医薬品会社,NASDAQ,○
VCTR,ビクトリー　キャピタル　ホールディングス,米国の資産運用会社,NASDAQ,○
VCYT,ベラサイト,医療診断向け技術・分子診断検査を提供する米国の会社,NASDAQ,○
VECO,ビーコ　インスツルメンツ,米国の半導体プロセス装置メーカー,NASDAQ,○
VEEV,ヴィーバ　システムズ,クラウドを基盤としたビジネスサービス会社,NYSE,○
VERA,ヴェラ　セラピューティクス,米国の臨床段階のバイオテクノロジー会社,NASDAQ,○
TONX,トン　ストラテジー,デジタル資産トレジャリー戦略を採る米国の会社,NASDAQ,
VERI,ベリトーン,米国のAIソリューションプロバイダー,NASDAQ,○
VERU,ヴェル,米国の後期臨床段階のバイオ医薬品会社,NASDAQ,
VFC,Ｖ．Ｆ．,米国のアパレル会社,NYSE,○
VICR,バイコー,米国のモジュラー電源ソリューションメーカー,NASDAQ,○
VIR,ビア　バイオテクノロジー,米国の臨床段階のバイオテクノロジー会社,NASDAQ,○
VIRT,バーチュ　ファイナンシャル,米国の金融サービス会社,NYSE,○
VLO,バレロ　エナジー,米国の石油精製・低炭素燃料事業会社,NYSE,○
VLTO,ベラルト,水質・品質管理ソリューションを提供する米国の会社,NYSE,○
VMC,バルカン　マテリアルズ,建築用骨材を製造・販売する米国の会社,NYSE,○
VNOM,バイパー　エナジー,米国の石油・天然ガス会社,NASDAQ,○
VNT,ボンティエ,米国のモビリティインフラ業界向け産業技術会社,NYSE,○
VOYA,ボヤ　ファイナンシャル,米国の退職プラン・投資・福利厚生サービス提供会社,NYSE,○
VRAYQ,ビューレイ,米国の治療機器メーカー,OTC,
VREX,ヴァレックス　イメージング,米国のX線イメージングコンポーネントメーカー,NASDAQ,○
VRNS,バロニス　システムズ,データ保護のソリューションを提供する米国の会社,NASDAQ,○
